congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
87,senate,J000013,Henry,Martin,Jackson,NA,1912-05-31,WA,D,TRUE,1961-01-03,48.6
87,senate,M000623,Edwin,Leard,Mechem,NA,1912-07-02,NM,R,FALSE,1961-01-03,48.5
87,senate,H000291,Philip,Aloysius,Hart,NA,1912-12-10,MI,D,TRUE,1961-01-03,48.1
87,senate,T000035,Herman,Eugene,Talmadge,NA,1913-08-09,GA,D,TRUE,1961-01-03,47.4
87,senate,S000505,George,Armistead,Smathers,NA,1913-11-14,FL,D,TRUE,1961-01-03,47.1
87,senate,M001121,Edmund,Sixtus,Muskie,NA,1914-03-28,ME,D,TRUE,1961-01-03,46.8
87,senate,M000486,Thomas,James,McIntyre,NA,1915-02-20,NH,D,FALSE,1961-01-03,45.9
87,senate,M000445,Gale,William,McGee,NA,1915-03-17,WY,D,TRUE,1961-01-03,45.8
87,senate,P000553,William,NA,Proxmire,NA,1915-11-11,WI,D,TRUE,1961-01-03,45.1
87,senate,S000517,Benjamin,A.,Smith,II,1916-03-26,MA,D,TRUE,1961-01-03,44.8
87,senate,M000311,Eugene,Joseph,McCarthy,NA,1916-03-29,MN,I,TRUE,1961-01-03,44.8
87,senate,M000730,Jack,Richard,Miller,NA,1916-06-06,IA,R,FALSE,1961-01-03,44.6
87,senate,B001210,Robert,C.,Byrd,NA,1917-11-20,WV,D,TRUE,1961-01-03,43.1
87,senate,L000428,Russell,Billiu,Long,NA,1918-11-03,LA,D,TRUE,1961-01-03,42.2
87,senate,P000193,Claiborne,de Borda,Pell,NA,1918-11-22,RI,D,FALSE,1961-01-03,42.1
87,senate,H000297,Rupert,Vance,Hartke,NA,1919-05-31,IN,D,TRUE,1961-01-03,41.6
87,senate,W000502,Harrison,Arlington,Williams,Jr.,1919-12-10,NJ,D,TRUE,1961-01-03,41.1
87,senate,P000166,James,Blackwood,Pearson,NA,1920-05-07,KS,R,FALSE,1961-01-03,40.7
87,senate,C000388,Frank,Forrester,Church,NA,1924-07-25,ID,D,TRUE,1961-01-03,36.4
87,senate,T000322,John,Goodwin,Tower,NA,1925-09-29,TX,R,FALSE,1961-01-03,35.3
87,senate,M001100,Maurice,J.,Murphy,Jr.,1927-10-03,NH,R,FALSE,1961-01-03,33.3
87,senate,K000105,Edward,M.,Kennedy,NA,1932-02-22,MA,D,FALSE,1961-01-03,28.9
88,house,O000016,Thomas,Joseph,O'Brien,NA,1878-04-30,IL,D,TRUE,1963-01-09,84.7
88,house,C000117,Clarence,Andrew,Cannon,NA,1879-04-11,MO,D,TRUE,1963-01-09,83.7
88,house,O000053,Barratt,NA,O'Hara,NA,1882-04-28,IL,D,TRUE,1963-01-09,80.7
88,house,S000554,Howard,Worth,Smith,NA,1883-02-02,VA,D,TRUE,1963-01-09,79.9
88,house,V000105,Carl,NA,Vinson,NA,1883-11-18,GA,D,TRUE,1963-01-09,79.1
88,house,M000191,Joseph,William,Martin,Jr.,1884-11-03,MA,R,TRUE,1963-01-09,78.2
88,house,S000335,Harry,Richard,Sheppard,NA,1885-01-10,CA,D,TRUE,1963-01-09,78.0
88,house,A000227,James,Coats,Auchincloss,NA,1885-01-19,NJ,R,TRUE,1963-01-09,78.0
88,house,B000607,Frances,Payne,Bolton,NA,1885-03-29,OH,R,TRUE,1963-01-09,77.8
88,house,D000158,William,Levi,Dawson,NA,1886-04-26,IL,D,TRUE,1963-01-09,76.7
88,house,K000244,Michael,Joseph,Kirwan,NA,1886-12-02,OH,D,TRUE,1963-01-09,76.1
88,house,D000481,Clyde,Gilman,Doyle,NA,1887-07-11,CA,D,TRUE,1963-01-09,75.5
88,house,C000264,Emanuel,NA,Celler,NA,1888-05-06,NY,D,TRUE,1963-01-09,74.7
88,house,C000645,William,Meyers,Colmer,NA,1890-02-11,MS,D,TRUE,1963-01-09,72.9
88,house,B001024,Charles,Anthony,Buckley,NA,1890-06-23,NY,D,TRUE,1963-01-09,72.5
88,house,M000727,George,Paul,Miller,NA,1891-01-15,CA,D,TRUE,1963-01-09,72.0
88,house,B000621,Herbert,Covington,Bonner,NA,1891-05-16,NC,D,TRUE,1963-01-09,71.6
88,house,M000364,John,William,McCormack,NA,1891-12-21,MA,D,TRUE,1963-01-09,71.0
88,house,M000039,Ray,John,Madden,NA,1892-02-25,IN,D,TRUE,1963-01-09,70.9
88,house,G000091,Julian,Vaughan,Gary,NA,1892-02-25,VA,D,TRUE,1963-01-09,70.9
88,house,J000100,Benton,Franklin,Jensen,NA,1892-12-16,IA,R,TRUE,1963-01-09,70.1
88,house,G000102,Leon,Harry,Gavin,NA,1893-02-25,PA,R,TRUE,1963-01-09,69.9
88,house,Y000060,Jesse,Arthur,Younger,NA,1893-04-11,CA,R,TRUE,1963-01-09,69.7
88,house,K000170,Clarence,Evans,Kilburn,NA,1893-04-13,NY,R,TRUE,1963-01-09,69.7
88,house,B000909,Clarence,J.,Brown,NA,1893-07-14,OH,R,TRUE,1963-01-09,69.5
88,house,P000103,John,William Wright,Patman,NA,1893-08-06,TX,D,TRUE,1963-01-09,69.4
88,house,H000717,Elmer,Joseph,Holland,NA,1894-01-08,PA,D,TRUE,1963-01-09,69.0
88,house,T000373,James,William,Trimble,NA,1894-02-03,AR,D,TRUE,1963-01-09,68.9
88,house,W000108,Francis,Eugene,Walter,NA,1894-05-26,PA,D,TRUE,1963-01-09,68.6
88,house,S000764,Katharine,Price Collier,St. George,NA,1894-07-12,NY,R,TRUE,1963-01-09,68.5
88,house,M001114,Thomas,Jefferson,Murray,NA,1894-08-01,TN,D,TRUE,1963-01-09,68.4
88,house,H000678,Charles,Bernard,Hoeven,NA,1895-03-30,IA,R,TRUE,1963-01-09,67.8
88,house,K000040,Maude,Elizabeth,Kee,NA,1895-06-07,WV,D,TRUE,1963-01-09,67.6
88,house,A000216,Leslie,Cornelius,Arends,NA,1895-09-27,IL,R,TRUE,1963-01-09,67.3
88,house,K000273,John,Carl,Kluczynski,NA,1896-02-15,IL,D,TRUE,1963-01-09,66.9
88,house,A000225,Wayne,Norviel,Aspinall,NA,1896-04-03,CO,D,TRUE,1963-01-09,66.8
88,house,O000121,Harold,Charles,Ostertag,NA,1896-06-22,NY,R,TRUE,1963-01-09,66.5
88,house,T000198,Clark,Wallace,Thompson,NA,1896-08-06,TX,D,TRUE,1963-01-09,66.4
88,house,H000278,William,Henry,Harrison,NA,1896-08-10,WY,R,TRUE,1963-01-09,66.4
88,house,B000178,William,Aloysius,Barrett,NA,1896-08-14,PA,D,TRUE,1963-01-09,66.4
88,house,F000283,Elijah,Lewis,Forrester,NA,1896-08-16,GA,D,TRUE,1963-01-09,66.4
88,house,G000290,George,Atlee,Goodling,NA,1896-09-26,PA,R,TRUE,1963-01-09,66.3
88,house,T000395,William,Munford,Tuck,NA,1896-09-28,VA,D,TRUE,1963-01-09,66.3
88,house,D000260,Winfield,Kirkpatrick,Denton,NA,1896-10-28,IN,D,TRUE,1963-01-09,66.2
88,house,B001104,Everett,Glen,Burkhalter,NA,1897-01-19,CA,D,FALSE,1963-01-09,66.0
88,house,G000381,George,McInvale,Grant,NA,1897-07-11,AL,D,TRUE,1963-01-09,65.5
88,house,C000736,Harold,Dunbar,Cooley,NA,1897-07-26,NC,D,TRUE,1963-01-09,65.5
88,house,C000346,John,Edgar,Chenoweth,NA,1897-08-17,CO,R,TRUE,1963-01-09,65.4
88,house,M000770,William,H.,Milliken,Jr.,1897-08-19,PA,R,TRUE,1963-01-09,65.4
88,house,D000094,Clifford,NA,Davis,NA,1897-11-18,TN,D,TRUE,1963-01-09,65.1
88,house,K000196,Cecil,Rhodes,King,NA,1898-01-13,CA,D,TRUE,1963-01-09,65.0
88,house,R000187,George,Milton,Rhodes,NA,1898-02-24,PA,D,TRUE,1963-01-09,64.9
88,house,M000568,John,Lanneau,McMillan,NA,1898-04-12,SC,D,TRUE,1963-01-09,64.7
88,house,T000156,Albert,NA,Thomas,NA,1898-04-12,TX,D,TRUE,1963-01-09,64.7
88,house,F000384,Samuel,Nathaniel,Friedel,NA,1898-04-18,MD,D,TRUE,1963-01-09,64.7
88,house,D000004,Paul,Bartram,Dague,NA,1898-05-19,PA,R,TRUE,1963-01-09,64.6
88,house,P000303,Philip,Joseph,Philbin,NA,1898-05-29,MA,D,TRUE,1963-01-09,64.6
88,house,K000341,John,Crain,Kunkel,NA,1898-07-21,PA,R,TRUE,1963-01-09,64.5
88,house,N000113,Robert,Nelson Cornelius,Nix,Sr.,1898-08-09,PA,D,TRUE,1963-01-09,64.4
88,house,P000349,John,Leonard,Pilcher,NA,1898-08-27,GA,D,TRUE,1963-01-09,64.4
88,house,R000206,Carl,West,Rich,NA,1898-09-12,OH,R,FALSE,1963-01-09,64.3
88,house,H000786,Walter,Franklin,Horan,NA,1898-10-15,WA,R,TRUE,1963-01-09,64.2
88,house,H000041,James,Andrew,Haley,NA,1899-01-04,FL,D,TRUE,1963-01-09,64.0
88,house,K000298,Victor,Alfred,Knox,NA,1899-01-13,MI,R,TRUE,1963-01-09,64.0
88,house,U000034,James,Boyd,Utt,NA,1899-03-11,CA,R,TRUE,1963-01-09,63.8
88,house,S000117,Paul,Fornshell,Schenck,NA,1899-04-19,OH,R,TRUE,1963-01-09,63.7
88,house,B000323,Page,Henry,Belcher,NA,1899-04-21,OK,R,TRUE,1963-01-09,63.7
88,house,G000495,Harold,Royce,Gross,NA,1899-06-30,IA,R,TRUE,1963-01-09,63.5
88,house,H000684,Elmer,Joseph,Hoffman,NA,1899-07-07,IL,R,TRUE,1963-01-09,63.5
88,house,M001104,William,Thomas,Murphy,NA,1899-08-07,IL,D,TRUE,1963-01-09,63.4
88,house,R000250,Roy,Walter,Riehlman,NA,1899-08-26,NY,R,TRUE,1963-01-09,63.4
88,house,B000292,Frank,John,Becker,NA,1899-08-27,NY,R,TRUE,1963-01-09,63.4
88,house,W000323,James,Ernest,Wharton,NA,1899-10-04,NY,R,TRUE,1963-01-09,63.3
88,house,P000398,William,Robert,Poage,NA,1899-12-28,TX,D,TRUE,1963-01-09,63.0
88,house,W000089,George,Marvin,Wallhauser,NA,1900-02-10,NJ,R,TRUE,1963-01-09,62.9
88,house,S000408,Eugene,NA,Siler,NA,1900-06-26,KY,R,TRUE,1963-01-09,62.5
88,house,P000098,Otto,Ernest,Passman,NA,1900-06-27,LA,D,TRUE,1963-01-09,62.5
88,house,R000389,Byron,Giles,Rogers,NA,1900-08-01,CO,D,TRUE,1963-01-09,62.4
88,house,H000081,Charles,Abraham,Halleck,NA,1900-08-22,IN,R,TRUE,1963-01-09,62.4
88,house,P000218,Claude,Denson,Pepper,NA,1900-09-08,FL,D,FALSE,1963-01-09,62.3
88,house,O000015,Leo,William,O'Brien,NA,1900-09-21,NY,D,TRUE,1963-01-09,62.3
88,house,M000065,George,Herman,Mahon,NA,1900-09-22,TX,D,TRUE,1963-01-09,62.3
88,house,M001074,Abraham,Jacob,Multer,NA,1900-12-24,NY,D,TRUE,1963-01-09,62.0
88,house,L000299,Roland,Victor,Libonati,NA,1900-12-29,IL,D,TRUE,1963-01-09,62.0
88,house,B000676,Frank,Townsend,Bow,NA,1901-02-20,OH,R,TRUE,1963-01-09,61.9
88,house,J000246,Paul,Caruthers,Jones,NA,1901-03-12,MO,D,TRUE,1963-01-09,61.8
88,house,D000211,James,Joseph,Delaney,NA,1901-03-19,NY,D,TRUE,1963-01-09,61.8
88,house,T000298,Thor,Carl,Tollefson,NA,1901-05-02,WA,R,TRUE,1963-01-09,61.7
88,house,J000158,Lester,Roland,Johnson,NA,1901-06-16,WI,D,TRUE,1963-01-09,61.6
88,house,D000419,Harold,Daniel,Donohue,NA,1901-06-18,MA,D,TRUE,1963-01-09,61.6
88,house,H000310,Ralph,NA,Harvey,NA,1901-08-09,IN,R,TRUE,1963-01-09,61.4
88,house,H000437,Felix,Edward,Hébert,NA,1901-10-12,LA,D,TRUE,1963-01-09,61.2
88,house,B000064,Irene,Bailey,Baker,NA,1901-11-17,TN,R,FALSE,1963-01-09,61.1
88,house,M000393,William,Moore,McCulloch,NA,1901-11-24,OH,R,TRUE,1963-01-09,61.1
88,house,B000062,Howard,Henry,Baker,NA,1902-01-12,TN,R,TRUE,1963-01-09,61.0
88,house,R000018,Albert,McKinley,Rains,NA,1902-03-11,AL,D,TRUE,1963-01-09,60.8
88,house,D000587,Florence,Price,Dwyer,NA,1902-07-04,NJ,R,TRUE,1963-01-09,60.5
88,house,W000212,John,Clarence,Watts,NA,1902-07-09,KY,D,TRUE,1963-01-09,60.5
88,house,F000012,George,Hyde,Fallon,NA,1902-07-24,MD,D,TRUE,1963-01-09,60.5
88,house,S001057,Leonor,Kretzer,Sullivan,NA,1902-08-21,MO,D,TRUE,1963-01-09,60.4
88,house,P000196,Thomas,Minor,Pelly,NA,1902-08-22,WA,R,TRUE,1963-01-09,60.4
88,house,W000320,John,Irving,Whalley,NA,1902-09-14,PA,R,TRUE,1963-01-09,60.3
88,house,B000416,Ellis,Yarnal,Berry,NA,1902-10-06,SD,R,TRUE,1963-01-09,60.3
88,house,F000015,Leonard,NA,Farbstein,NA,1902-10-12,NY,D,TRUE,1963-01-09,60.2
88,house,G000071,Edward,Alexander,Garmatz,NA,1903-02-07,MD,D,TRUE,1963-01-09,59.9
88,house,F000422,James,Grove,Fulton,NA,1903-03-01,PA,R,TRUE,1963-01-09,59.9
88,house,P000366,Alexander,NA,Pirnie,NA,1903-04-16,NY,R,TRUE,1963-01-09,59.7
88,house,A000016,Thomas,Gerstle,Abernethy,NA,1903-05-16,MS,D,TRUE,1963-01-09,59.7
88,house,R000282,Ralph,Julian,Rivers,NA,1903-05-23,AK,D,TRUE,1963-01-09,59.6
88,house,H000197,Porter,NA,Hardy,Jr.,1903-06-01,VA,D,TRUE,1963-01-09,59.6
88,house,B000778,William,Gilmer,Bray,NA,1903-06-17,IN,R,TRUE,1963-01-09,59.6
88,house,G000237,Milton,Willits,Glenn,NA,1903-06-18,NJ,R,TRUE,1963-01-09,59.6
88,house,S000378,Don,Levingston,Short,NA,1903-06-22,ND,R,TRUE,1963-01-09,59.6
88,house,G000098,Ezekiel,Candler,Gathings,NA,1903-11-10,AR,D,TRUE,1963-01-09,59.2
88,house,F000152,Ovie,Clark,Fisher,NA,1903-11-22,TX,D,TRUE,1963-01-09,59.1
88,house,F000209,Daniel,John,Flood,NA,1903-11-26,PA,D,TRUE,1963-01-09,59.1
88,house,R000424,John,James,Rooney,NA,1903-11-29,NY,D,TRUE,1963-01-09,59.1
88,house,H000713,Chester,Earl,Holifield,NA,1903-12-03,CA,D,TRUE,1963-01-09,59.1
88,house,H000249,Oren,NA,Harris,NA,1903-12-20,AR,D,TRUE,1963-01-09,59.1
88,house,W000641,William,Arthur,Winstead,NA,1904-01-06,MS,D,TRUE,1963-01-09,59.0
88,house,B000377,John,Bonifas,Bennett,NA,1904-01-10,MI,R,TRUE,1963-01-09,59.0
88,house,S000219,Robert,Thompson,Secrest,NA,1904-01-22,OH,D,FALSE,1963-01-09,59.0
88,house,A000223,Robert,Thomas,Ashmore,NA,1904-02-22,SC,D,TRUE,1963-01-09,58.9
88,house,S000829,Thomas,Jefferson,Steed,NA,1904-03-02,OK,D,TRUE,1963-01-09,58.9
88,house,B000426,Jackson,Edward,Betts,NA,1904-05-26,OH,R,TRUE,1963-01-09,58.6
88,house,O000058,Alvin,Edward,O'Konski,NA,1904-05-26,WI,R,TRUE,1963-01-09,58.6
88,house,K000195,Carleton,James,King,NA,1904-06-15,NY,R,TRUE,1963-01-09,58.6
88,house,P000352,John,Raymond,Pillion,NA,1904-08-10,NY,R,TRUE,1963-01-09,58.4
88,house,W000559,Edwin,Edward,Willis,NA,1904-10-02,LA,D,TRUE,1963-01-09,58.3
88,house,N000028,Ancher,NA,Nelsen,NA,1904-10-11,MN,R,TRUE,1963-01-09,58.2
88,house,J000206,Charles,Raper,Jonas,NA,1904-12-09,NC,R,TRUE,1963-01-09,58.1
88,house,W000310,Alfred,John,Westland,NA,1904-12-14,WA,R,TRUE,1963-01-09,58.1
88,house,P000522,Charles,Melvin,Price,NA,1905-01-01,IL,D,TRUE,1963-01-09,58.0
88,house,F000060,Michael,Aloysius,Feighan,NA,1905-02-16,OH,D,TRUE,1963-01-09,57.9
88,house,V000051,William,Kaiser,Van Pelt,NA,1905-03-10,WI,R,TRUE,1963-01-09,57.8
88,house,F000135,Edward,Rowan,Finnegan,NA,1905-06-05,IL,D,TRUE,1963-01-09,57.6
88,house,S000775,Neil,Oliver,Staebler,NA,1905-07-11,MI,D,FALSE,1963-01-09,57.5
88,house,J000109,August,Edgar,Johansen,NA,1905-07-21,MI,R,TRUE,1963-01-09,57.5
88,house,P000106,Edward,James,Patten,NA,1905-08-22,NJ,D,FALSE,1963-01-09,57.4
88,house,C000772,Robert,James,Corbett,NA,1905-08-25,PA,R,TRUE,1963-01-09,57.4
88,house,S000327,John,Francis,Shelley,NA,1905-09-03,CA,D,TRUE,1963-01-09,57.3
88,house,R000280,Lucius,Mendel,Rivers,NA,1905-09-28,SC,D,TRUE,1963-01-09,57.3
88,house,S000184,Ralph,James,Scott,NA,1905-10-15,NC,D,TRUE,1963-01-09,57.2
88,house,T000233,Vernon,Wallace,Thomson,NA,1905-11-05,WI,R,TRUE,1963-01-09,57.2
88,house,C001005,Willard,Sevier,Curtin,NA,1905-11-28,PA,R,TRUE,1963-01-09,57.1
88,house,W000439,Victor,Eugene,Wickersham,NA,1906-02-09,OK,D,TRUE,1963-01-09,56.9
88,house,M000418,Harris,Brown,McDowell,Jr.,1906-02-10,DE,D,TRUE,1963-01-09,56.9
88,house,W000445,William,Beck,Widnall,NA,1906-03-17,NJ,R,TRUE,1963-01-09,56.8
88,house,B001111,Omar,Truman,Burleson,NA,1906-03-19,TX,D,TRUE,1963-01-09,56.8
88,house,N000178,Hjalmar,Carl,Nygaard,NA,1906-03-24,ND,R,TRUE,1963-01-09,56.8
88,house,H000947,William,Raleigh,Hull,Jr.,1906-04-17,MO,D,TRUE,1963-01-09,56.7
88,house,J000115,Albert,Walter,Johnson,NA,1906-04-17,PA,R,FALSE,1963-01-09,56.7
88,house,W000572,Earl,NA,Wilson,NA,1906-04-18,IN,R,TRUE,1963-01-09,56.7
88,house,S000472,Joe,NA,Skubitz,NA,1906-05-06,KS,R,FALSE,1963-01-09,56.7
88,house,M001031,Charles,Adams,Mosher,NA,1906-05-07,OH,R,TRUE,1963-01-09,56.7
88,house,S000161,Frederick,Delbert,Schwengel,NA,1906-05-28,IA,R,TRUE,1963-01-09,56.6
88,house,S000406,Robert,Lee Fulton,Sikes,NA,1906-06-03,FL,D,TRUE,1963-01-09,56.6
88,house,B001212,James,Aloysius,Byrne,NA,1906-06-22,PA,D,TRUE,1963-01-09,56.6
88,house,L000240,Alton,Asa,Lennon,NA,1906-08-17,NC,D,TRUE,1963-01-09,56.4
88,house,K000070,Edna,Flannery,Kelly,NA,1906-08-20,NY,D,TRUE,1963-01-09,56.4
88,house,R000152,Benjamin,NA,Reifel,NA,1906-09-19,SD,R,TRUE,1963-01-09,56.3
88,house,M000958,Thomas,Ellsworth,Morgan,NA,1906-10-13,PA,D,TRUE,1963-01-09,56.2
88,house,A000206,George,William,Andrews,NA,1906-12-12,AL,D,TRUE,1963-01-09,56.1
88,house,T000297,Herman,NA,Toll,NA,1907-03-15,PA,D,TRUE,1963-01-09,55.8
88,house,S001037,Frank,Albert,Stubblefield,NA,1907-04-05,KY,D,TRUE,1963-01-09,55.8
88,house,H000174,Julia,Butler,Hansen,NA,1907-06-14,WA,D,TRUE,1963-01-09,55.6
88,house,M000558,Robert,Thaddeus,McLoskey,NA,1907-06-26,IL,R,FALSE,1963-01-09,55.5
88,house,S000135,Herman,Theodore,Schneebeli,NA,1907-07-07,PA,R,TRUE,1963-01-09,55.5
88,house,M000175,David,Thomas,Martin,NA,1907-07-09,NE,R,TRUE,1963-01-09,55.5
88,house,S000778,Harley,Orrin,Staggers,NA,1907-08-03,WV,D,TRUE,1963-01-09,55.4
88,house,K000130,Eugene,James,Keogh,NA,1907-08-30,NY,D,TRUE,1963-01-09,55.4
88,house,H000367,Augustus,Freeman,Hawkins,NA,1907-08-31,CA,D,FALSE,1963-01-09,55.4
88,house,L000054,Phillip,Mitchell,Landrum,NA,1907-09-10,GA,D,TRUE,1963-01-09,55.3
88,house,M000620,George,NA,Meader,NA,1907-09-13,MI,R,TRUE,1963-01-09,55.3
88,house,C000342,Frank,Leslie,Chelf,NA,1907-09-22,KY,D,TRUE,1963-01-09,55.3
88,house,M000253,Donald,Ray,Matthews,NA,1907-10-03,FL,D,TRUE,1963-01-09,55.3
88,house,J000135,Harold,Terry,Johnson,NA,1907-12-02,CA,D,TRUE,1963-01-09,55.1
88,house,A000024,Edwin,Ross,Adair,NA,1907-12-14,IN,R,TRUE,1963-01-09,55.1
88,house,R000426,James,NA,Roosevelt,NA,1907-12-23,CA,D,TRUE,1963-01-09,55.0
88,house,O000120,Frank,Charles,Osmers,Jr.,1907-12-30,NJ,R,TRUE,1963-01-09,55.0
88,house,M000340,Robert,NA,McClory,NA,1908-01-31,IL,R,FALSE,1963-01-09,54.9
88,house,D000255,John,Herman,Dent,NA,1908-03-10,PA,D,TRUE,1963-01-09,54.8
88,house,M000478,Clifford,Guy,McIntire,NA,1908-05-04,ME,R,TRUE,1963-01-09,54.7
88,house,A000073,Carl,Bert,Albert,NA,1908-05-10,OK,D,TRUE,1963-01-09,54.7
88,house,A000002,Watkins,Moorman,Abbitt,NA,1908-05-21,VA,D,TRUE,1963-01-09,54.6
88,house,R000404,Walter,Edward,Rogers,NA,1908-07-19,TX,D,TRUE,1963-01-09,54.5
88,house,S000102,John,Phillips,Saylor,NA,1908-07-23,PA,R,TRUE,1963-01-09,54.5
88,house,N000133,Albin,Walter,Norblad,Jr.,1908-09-12,OR,R,TRUE,1963-01-09,54.3
88,house,D000041,Dominick,Vincent,Daniels,NA,1908-10-18,NJ,D,TRUE,1963-01-09,54.2
88,house,P000477,Adam,Clayton,Powell,Jr.,1908-11-29,NY,D,TRUE,1963-01-09,54.1
88,house,M000995,James,Hobson,Morrison,NA,1908-12-08,LA,D,TRUE,1963-01-09,54.1
88,house,L000413,Clarence,Dickinson,Long,NA,1908-12-11,MD,D,FALSE,1963-01-09,54.1
88,house,T000237,William,Homer,Thornberry,NA,1909-01-09,TX,D,TRUE,1963-01-09,54.0
88,house,H000530,Albert,Sydney,Herlong,Jr.,1909-02-14,FL,D,TRUE,1963-01-09,53.9
88,house,S000756,William,Lee,Springer,NA,1909-04-12,IL,R,TRUE,1963-01-09,53.7
88,house,M000778,Wilbur,Daigh,Mills,NA,1909-05-24,AR,D,TRUE,1963-01-09,53.6
88,house,R000374,Peter,Wallace,Rodino,Jr.,1909-06-07,NJ,D,TRUE,1963-01-09,53.6
88,house,R000041,William,Joseph,Randall,NA,1909-07-16,MO,D,TRUE,1963-01-09,53.5
88,house,N000009,William,Huston,Natcher,NA,1909-09-11,KY,D,TRUE,1963-01-09,53.3
88,house,T000109,Charles,McKevett,Teague,NA,1909-09-18,CA,R,TRUE,1963-01-09,53.3
88,house,S000545,H.,Allen,Smith,NA,1909-10-08,CA,R,TRUE,1963-01-09,53.3
88,house,H000424,James,Christopher,Healey,NA,1909-12-24,NY,D,TRUE,1963-01-09,53.0
88,house,G000407,Edith,Starrett,Green,NA,1910-01-17,OR,D,TRUE,1963-01-09,53.0
88,house,T000099,Roy,Arthur,Taylor,NA,1910-01-31,NC,D,TRUE,1963-01-09,52.9
88,house,G000421,William,Joseph,Green,Jr.,1910-03-05,PA,D,TRUE,1963-01-09,52.8
88,house,B001092,James,Anthony,Burke,NA,1910-03-30,MA,D,TRUE,1963-01-09,52.8
88,house,T000110,Olin,Earl,Teague,NA,1910-04-06,TX,D,TRUE,1963-01-09,52.8
88,house,W000428,Jamie,Lloyd,Whitten,NA,1910-04-18,MS,D,TRUE,1963-01-09,52.7
88,house,H000049,Durward,Gorham,Hall,NA,1910-09-14,MO,R,TRUE,1963-01-09,52.3
88,house,E000273,Joseph,Landon,Evins,NA,1910-10-24,TN,D,TRUE,1963-01-09,52.2
88,house,B000371,Charles,Edward,Bennett,NA,1910-12-02,FL,D,TRUE,1963-01-09,52.1
88,house,S000454,Bernice,Frederic,Sisk,NA,1910-12-14,CA,D,TRUE,1963-01-09,52.1
88,house,R000556,Harold,Martin,Ryan,NA,1911-02-06,MI,D,TRUE,1963-01-09,51.9
88,house,P000426,Joe,Richard,Pool,NA,1911-02-18,TX,D,FALSE,1963-01-09,51.9
88,house,H000408,Wayne,Levere,Hays,NA,1911-05-13,OH,D,TRUE,1963-01-09,51.7
88,house,C001014,Thomas,Bradford,Curtis,NA,1911-05-14,MO,R,TRUE,1963-01-09,51.7
88,house,T000436,James,Russell,Tuten,NA,1911-07-23,GA,D,FALSE,1963-01-09,51.5
88,house,A000228,William,Henry,Avery,NA,1911-08-11,KS,R,TRUE,1963-01-09,51.4
88,house,B000550,John,Anton,Blatnik,NA,1911-08-17,MN,D,TRUE,1963-01-09,51.4
88,house,B000141,Walter,Stephan,Baring,Jr.,1911-09-09,NV,D,TRUE,1963-01-09,51.3
88,house,B000600,Edward,Patrick,Boland,NA,1911-10-01,MA,D,TRUE,1963-01-09,51.3
88,house,M000799,William,Edwin,Minshall,Jr.,1911-10-24,OH,R,TRUE,1963-01-09,51.2
88,house,M000847,John,Stephen,Monagan,NA,1911-12-23,CT,D,TRUE,1963-01-09,51.0
88,house,G000471,Martha,Wright,Griffiths,NA,1912-01-29,MI,D,TRUE,1963-01-09,50.9
88,house,D000467,John,Vernard,Dowdy,NA,1912-02-11,TX,D,TRUE,1963-01-09,50.9
88,house,R000165,Henry,Schoellkopf,Reuss,NA,1912-02-22,WI,D,TRUE,1963-01-09,50.9
88,house,J000248,Robert,Emmett,Jones,Jr.,1912-06-12,AL,D,TRUE,1963-01-09,50.6
88,house,G000144,Thomas,Smithwick,Gettys,NA,1912-06-19,SC,D,FALSE,1963-01-09,50.6
88,house,C000019,William,Thomas,Cahill,NA,1912-06-25,NJ,R,TRUE,1963-01-09,50.5
88,house,S000388,Garner,E.,Shriver,NA,1912-07-06,KS,R,TRUE,1963-01-09,50.5
88,house,B000310,Ralph,Frederick,Beermann,NA,1912-08-13,NE,R,TRUE,1963-01-09,50.4
88,house,C000991,Glenn,Clarence,Cunningham,NA,1912-09-10,NE,R,TRUE,1963-01-09,50.3
88,house,P000230,Carl,Dewey,Perkins,NA,1912-10-15,KY,D,TRUE,1963-01-09,50.2
88,house,R000314,Kenneth,Allison,Roberts,NA,1912-11-01,AL,D,TRUE,1963-01-09,50.2
88,house,Z000001,Clement,John,Zablocki,NA,1912-11-18,WI,D,TRUE,1963-01-09,50.1
88,house,O000098,Thomas,Phillip,O'Neill,Jr.,1912-12-09,MA,D,TRUE,1963-01-09,50.1
88,house,L000069,Odin,Elsford Stanley,Langen,NA,1913-01-05,MN,R,TRUE,1963-01-09,50.0
88,house,K000013,Frank,Melvin,Karsten,NA,1913-01-07,MO,D,TRUE,1963-01-09,50.0
88,house,F000233,John,Edward,Fogarty,NA,1913-03-23,RI,D,TRUE,1963-01-09,49.8
88,house,R000312,Herbert,Ray,Roberts,NA,1913-03-28,TX,D,TRUE,1963-01-09,49.8
88,house,V000047,Charles,Albert,Vanik,NA,1913-04-07,OH,D,TRUE,1963-01-09,49.8
88,house,F000319,Lawrence,H.,Fountain,NA,1913-04-23,NC,D,TRUE,1963-01-09,49.7
88,house,B001216,John,William,Byrnes,NA,1913-06-12,WI,R,TRUE,1963-01-09,49.6
88,house,B000296,Lindley,Garrison,Beckworth,Sr.,1913-06-30,TX,D,TRUE,1963-01-09,49.5
