CASEID,LST,MHINTAKE,MHDIAGEVAL,MHREFERRAL,MENTALHTHSERV,TREATMT,ADMINSERV,SETTINGIP,SETTINGRC,SETTINGDTPH,SETTINGOP,FACILITYTYPE,OWNERSHIP,FEDOWN,PSYCHOSES,MOOD,AUTISM,CONDUCT,ANXIETY,EATING,DISORDEROTH,CHILDAD,YOUNGADULTS,ADULT,SED1,SPMI1,SRVC81,ALZHDEMENTIA1,SRVC77,POSTTRAUM1,SRVC109,SRVC110,SRVC111,TRAUMATICBRAIN1,SRVC80,FORENSIC1,SED,SPMI,SRVC63,ALZHDEMENTIA,SRVC31,POSTTRAUM,SRVC113,SRVC114,SRVC115,TRAUMATICBRAIN,SRVC62,FORENSIC,SRVC35,MHCONSUMER,MHEMGCY,TREATTELEMDINCE,CRISISTEAM2,HEARIMPAIR,LANG,LANG16,LANG_B,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,FEESCALE,FEESCALELOCATOR,PAYASST,NOCHARGELOCATOR,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,REVCHK2A
201206687,MO,1,1,1,1,1,1,0,0,0,1,5,2,-2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,0,0,1,1,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,0,1,1,1,1,0,0
201206688,MO,1,1,1,1,1,1,0,0,0,1,5,2,-2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,0,0,1,1,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,0,1,1,1,1,0,0
201206689,MO,1,1,1,1,0,1,0,0,0,1,5,2,-2,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,-2,0,0,0,-2,-2,0,0,1,0,0,1,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,-3,0
201206690,MO,1,1,1,1,0,0,0,0,0,1,5,2,-2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,1,1,1,1,1,1,-3,0
201206691,MO,1,1,1,1,0,1,0,0,0,1,5,2,-2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,-2,-2,-2,1,1,-2,-2,0,0,0,0,0,0,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,0,1,1,0,0
201206692,MO,1,1,1,1,0,0,0,0,1,1,5,2,-2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,-2,1,-2,-2,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,-3,-3,1,-3,-3,-3,-3,0
201206693,MO,0,0,0,1,0,0,0,1,0,0,4,2,-2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,-2,1,-2,-2,0,0,0,-2,-2,-2,-2,0,0,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,1,0,1,1,0,-3
201206694,MO,1,1,1,1,0,0,0,0,0,1,5,2,-2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,-2,0,0,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,-3,0
201206695,MO,1,1,1,1,0,0,0,0,0,1,5,2,-2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,-3,0
201206696,MO,0,1,0,1,1,1,0,1,0,0,3,2,-2,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,0,1,-2,-2,0,-2,0,0,1,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,0,1,1,0,1,0,0
201206697,MO,1,1,1,1,1,1,1,0,1,1,1,1,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,-1,-2,1,1,0,0,0,-2,0,0,0,0,1,0,-8,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,0,1,1,1,1,1,1,-3,0
201206698,MO,1,1,1,1,1,1,1,0,1,0,1,1,-2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,-2,0,-2,0,0,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,1,1,1,1,1,-3,-3
201206699,MO,0,0,0,1,0,0,1,1,0,0,6,3,-2,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,-2,1,0,-2,1,0,0,-2,0,-2,0,1,0,1,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,-3
201206700,MO,1,1,1,1,1,1,0,0,1,1,5,2,-2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,-2,1,1,1,-2,1,-2,0,0,0,1,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,1,1,1,1,1,0
201206701,MO,1,1,1,1,0,0,0,0,1,1,5,2,-2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,-2,-2,-2,-2,0,-2,-2,0,0,0,-2,0,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,-2,1,1,1,1,1,1,0,0
201206702,MO,1,1,1,1,1,0,0,0,1,1,5,2,-2,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,-2,1,0,0,1,0,0,-2,0,0,0,1,0,1,0,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,-2,1,1,1,1,1,1,0,0
201206703,MO,1,1,1,1,0,0,0,0,1,1,5,2,-2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,-2,0,0,0,0,0,0,1,0,1,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,-2,1,1,1,1,1,1,0,0
201206704,MO,1,0,1,1,0,0,0,0,0,1,7,2,-2,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,-2,1,0,-2,0,0,0,0,0,0,0,-2,0,1,1,1,-8,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,1,1,1,1,1,-3,-3
201206705,MO,1,1,1,1,1,1,0,0,1,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,-2,0,0,0,1,0,1,0,0,-8,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,0,0
201206706,MO,1,1,1,1,1,0,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,-2,0,0,0,1,0,1,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,0,0
201206707,MO,0,0,0,1,0,1,0,1,0,0,3,2,-2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,0,-2,-2,0,-2,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,0,1,1,1,1,0,0
201206708,MO,0,0,0,1,0,0,0,1,0,0,3,2,-2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,0,-2,-2,0,-2,0,0,0,0,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,0,1,1,1,1,0,0
201206709,MO,0,0,0,1,0,0,0,1,0,0,3,2,-2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,0,-2,-2,0,-2,0,0,0,0,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,0,1,1,1,1,0,0
201206710,MO,0,0,0,1,0,0,0,1,0,0,3,2,-2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,0,-2,-2,0,-2,0,0,0,0,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,0,1,1,1,1,0,0
201206711,MO,0,0,0,1,0,0,0,1,0,0,3,2,-2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,0,-2,-2,0,-2,0,0,0,0,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,0,1,1,1,1,0,0
201206712,MO,0,0,0,1,0,0,0,1,0,0,3,2,-2,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,0,-2,-2,0,-2,0,0,0,0,0,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,0,1,1,1,1,0,0
201206713,MO,1,1,1,1,0,1,1,0,1,0,2,2,-2,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,-2,1,0,-2,0,0,0,-2,0,-2,0,0,0,0,1,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,0,1,1,1,1,1,1,-3,0
201206714,MO,1,1,1,1,1,1,0,0,0,1,5,2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,-2,1,1,0,0,1,1,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,1,1,1,-3,0
201206715,MO,1,1,1,1,1,1,1,1,0,0,1,1,-2,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,-2,-2,-2,1,1,-2,-2,1,-2,0,0,1,0,1,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,0,1,0,1,0,1,1,-3,0
201206716,MO,1,1,0,1,0,1,1,1,0,0,1,1,-2,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,-2,-2,-2,-2,0,-2,-2,0,-2,0,-2,0,0,1,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-2,1,0,1,-3,1,1,-3,0
201206717,MO,1,0,0,1,0,-3,1,0,0,0,1,1,-2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,-3,-3,-3,0,-3,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,0,0,1,0,0,-3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-3,-2,1,1,1,-3,-3,1,-3,0
201206718,MO,1,1,1,1,0,0,1,0,0,0,2,1,-2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,-2,1,-2,-2,0,0,0,0,0,-2,0,-2,0,0,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,0,1,1,1,-3,1,1,-3,0
201206719,MO,1,1,1,1,1,1,1,0,0,0,2,2,-2,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,-2,0,0,0,1,0,0,0,0,-2,0,0,0,0,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,1,0,1,1,1,1,1,1,-3,0
201206720,MO,1,1,1,1,1,1,1,0,0,1,2,2,-2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-3,-2,1,1,1,0,1,1,-3,0
201206721,MO,1,1,1,1,0,1,1,0,0,0,2,2,-2,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,1,1,0,1,1,-3,0
201206722,MO,1,1,1,1,0,1,0,0,0,1,7,2,-2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,-2,1,0,0,-2,0,-2,0,0,0,1,1,0,0,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,1,0,1,1,0,1
201206723,MO,0,0,1,1,0,0,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,-2,1,0,-2,0,0,0,0,0,-2,-2,0,0,1,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,1,0,0,0,0,0,0,0,0,1
201206724,MO,0,0,1,1,0,0,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,-2,1,0,-2,0,0,0,0,0,-2,-2,0,0,1,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,1,0,0,0,0,0,0,0,0,1
201206725,MO,0,0,1,1,0,1,0,1,0,1,6,2,-2,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,-2,1,0,-2,0,0,0,-2,0,-2,-2,0,0,1,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,1,0,0,0,0,0,0,0,0,1
201206726,MO,1,1,1,1,1,1,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,-2,0,0,0,0,0,-2,0,0,0,1,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,1,1,1,1,0,0
201206727,MO,1,1,1,1,1,0,1,0,0,0,1,3,-2,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,-2,1,0,0,1,0,0,-2,-2,0,0,1,0,0,0,0,-8,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,-3,0,1,-3,-3
201206728,MO,1,1,1,1,1,1,0,0,0,1,5,2,-2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,1,1,1,1,0,0
201206729,MO,1,0,0,1,1,0,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,-2,0,0,0,0,0,-2,0,-2,0,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,-2,0,1,1,1,1,1,-3,0
201206730,MO,1,1,1,1,1,1,1,0,1,1,2,1,-2,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,1,1,0,0,0,0,0
201206731,MO,1,1,0,1,1,1,1,0,0,0,1,3,-2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,-2,1,0,-2,0,-2,0,-2,-2,-2,0,1,0,1,0,1,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,1,0,-3,0,-3,0
201206732,MO,1,0,1,1,0,0,1,1,0,0,1,3,-2,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,-2,-2,-2,-2,1,-2,-2,0,-2,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,0
201206733,MO,1,1,1,1,1,0,1,0,1,1,2,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,-2,0,-2,0,-2,0,1,1,0,-1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,1,1,1,0,1,0,0
201206734,MO,1,1,1,1,0,1,1,0,0,1,2,1,-2,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,-3,1,1,1,-2,1,1,0,0,0,0,-2,-2,0,0,0,0,0,1,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,1,0,1,1,1,1,1,1,-3,0
201206735,MO,1,1,1,1,1,1,0,1,0,0,3,2,-2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-2,-2,-2,-2,1,-2,-2,-2,-2,0,-2,1,0,0,0,-8,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-3,1,1,1,-3,1,-3,-3
201206736,MO,1,1,0,1,0,0,0,1,0,0,3,2,-2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,0,0,0,0,0,0,0,0,0
201206737,MO,1,1,1,1,0,1,0,0,0,1,5,1,-2,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,-2,-2,0,-2,0,0,-2,-2,-2,-2,0,-2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,-2,1,0,1,0,0,1,0,0
201206738,MO,1,1,1,1,1,1,0,0,0,1,7,8,-2,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,-2,0,0,-2,1,0,0,0,-2,-2,0,0,0,0,1,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,1,1,1,-3,-3
201206739,MO,1,1,1,1,0,1,0,1,0,1,4,2,-2,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,-2,1,1,-2,1,1,-2,-2,-2,-2,0,1,0,1,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,0,1,0,0
201206740,MO,1,1,1,1,0,1,0,0,0,1,7,8,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,-2,0,0,0,0,-2,-2,0,-2,0,0,1,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,1,1,1,-3,0
201206741,MO,1,1,1,1,0,1,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,-2,1,0,0,-2,0,-2,0,0,0,0,1,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,1,0,1,0,0
201206742,MO,1,1,1,1,0,1,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,-2,1,0,0,-2,0,-2,0,0,0,0,1,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,1,0,1,0,0
201206743,MO,1,1,1,1,0,1,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,-2,1,0,0,-2,0,-2,0,0,0,0,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,1,0,1,0,0
201206744,MO,1,1,1,1,0,1,0,0,0,1,5,2,-2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,-2,1,0,0,-2,0,-2,0,0,0,1,1,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,1,0,1,0,0
201206745,MO,1,1,1,1,0,0,1,0,1,0,2,2,-2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,1,1,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,1,1,1,1,1,1,0,0
201206746,MO,1,1,1,1,1,1,0,0,0,1,5,2,-2,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,0,0,0,-2,1,0,0,0,0,-2,-2,-2,1,0,1,0,-8,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,-2,1,1,1,-3,-3,1,-3,0
201206747,MO,1,1,1,1,0,0,0,0,1,1,5,2,-2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-2,-3,0,0,0,0,0,0,0,0,0,1,0,-8,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,0,0
