median_income,Type,shops_per_1000
114769,Dunkin Donuts,0.250062515628907
72042,Dunkin Donuts,0.18491124260355
126840,Dunkin Donuts,0.355492356914326
103542,Dunkin Donuts,0.148809523809524
101118,Dunkin Donuts,0.0
89934,Dunkin Donuts,0.0
90703,Dunkin Donuts,0.0
82361,Dunkin Donuts,0.32488628979857
70308,Dunkin Donuts,0.304785126485828
94340,Dunkin Donuts,0.90702947845805
75967,Dunkin Donuts,0.219611288020204
49067,Dunkin Donuts,0.150330727600722
77441,Dunkin Donuts,0.133564845732603
71116,Dunkin Donuts,0.549450549450549
36619,Dunkin Donuts,0.244678248103744
42487,Dunkin Donuts,0.255623721881391
29688,Dunkin Donuts,0.640888698995941
40424,Dunkin Donuts,0.0
63603,Dunkin Donuts,0.0
31969,Dunkin Donuts,0.223763705526964
58618,Dunkin Donuts,0.296779937676213
85152,Dunkin Donuts,0.285551113649343
85326,Dunkin Donuts,0.13941168269901
84423,Dunkin Donuts,0.154035736290819
87596,Dunkin Donuts,0.4
87962,Dunkin Donuts,0.505433409148345
60380,Dunkin Donuts,0.364298724954463
54133,Dunkin Donuts,0.0
113658,Dunkin Donuts,0.0
84757,Dunkin Donuts,0.0
72250,Dunkin Donuts,0.403307118370639
61855,Dunkin Donuts,0.472869133467313
75587,Dunkin Donuts,0.141462724572075
71007,Dunkin Donuts,0.18037518037518
32396,Dunkin Donuts,0.0
56402,Dunkin Donuts,0.40453074433657
47882,Dunkin Donuts,0.241021932995903
78488,Dunkin Donuts,0.156568028808517
63586,Dunkin Donuts,0.0
85152,Dunkin Donuts,0.14808233377758
68705,Dunkin Donuts,0.677690431011114
78047,Dunkin Donuts,0.18925056775170301
88956,Dunkin Donuts,0.154846701765252
41057,Dunkin Donuts,0.66949341664807
23275,Dunkin Donuts,0.0
33715,Dunkin Donuts,0.0
31941,Dunkin Donuts,0.353481795687522
31375,Dunkin Donuts,0.217912399215515
32676,Dunkin Donuts,0.0
52525,Dunkin Donuts,0.0
37940,Dunkin Donuts,0.77780658542909
25247,Dunkin Donuts,0.0
18337,Dunkin Donuts,0.0
14540,Dunkin Donuts,0.932400932400932
28362,Dunkin Donuts,0.893655049151028
22547,Dunkin Donuts,0.0
25347,Dunkin Donuts,0.413223140495868
30368,Dunkin Donuts,0.0
51220,Dunkin Donuts,0.0
49375,Dunkin Donuts,0.0
45560,Dunkin Donuts,0.0
30069,Dunkin Donuts,0.483558994197292
29375,Dunkin Donuts,0.337040781934614
38906,Dunkin Donuts,0.0
41171,Dunkin Donuts,0.0
75083,Dunkin Donuts,0.0
41958,Dunkin Donuts,0.315258511979823
64130,Dunkin Donuts,0.661521499448732
80536,Dunkin Donuts,0.165562913907285
86442,Dunkin Donuts,0.198846689202625
57790,Dunkin Donuts,0.417072153482552
71553,Dunkin Donuts,0.22237046920169
74826,Dunkin Donuts,0.0
84113,Dunkin Donuts,0.677277345072807
74904,Dunkin Donuts,0.13319126265317
90417,Dunkin Donuts,0.0
93750,Dunkin Donuts,0.0
65944,Dunkin Donuts,0.167084377610693
45735,Dunkin Donuts,0.209643605870021
48138,Dunkin Donuts,0.318066157760814
45128,Dunkin Donuts,0.45662100456621
50034,Dunkin Donuts,0.291375291375291
37832,Dunkin Donuts,0.0
38497,Dunkin Donuts,0.326477309826967
22688,Dunkin Donuts,0.0
34844,Dunkin Donuts,0.0
26492,Dunkin Donuts,0.0
21775,Dunkin Donuts,0.347463516330785
39750,Dunkin Donuts,0.335683115139308
57632,Dunkin Donuts,0.816548720740337
23477,Dunkin Donuts,0.241254523522316
32765,Dunkin Donuts,0.420344682639765
26989,Dunkin Donuts,0.0
38970,Dunkin Donuts,0.0
34902,Dunkin Donuts,0.0
50709,Dunkin Donuts,0.0
20845,Dunkin Donuts,0.0
13750,Dunkin Donuts,1.17508813160987
27772,Dunkin Donuts,0.0
33841,Dunkin Donuts,0.0
48636,Dunkin Donuts,0.0
63897,Dunkin Donuts,0.0
36159,Dunkin Donuts,0.0
25313,Dunkin Donuts,0.411184210526316
26623,Dunkin Donuts,0.0
26802,Dunkin Donuts,0.0
22704,Dunkin Donuts,0.284414106939704
55200,Dunkin Donuts,0.0
57270,Dunkin Donuts,0.800640512409928
84630,Dunkin Donuts,0.0
57337,Dunkin Donuts,0.189609404626469
77917,Dunkin Donuts,0.0
61538,Dunkin Donuts,0.192049164586134
93934,Dunkin Donuts,0.0
83393,Dunkin Donuts,0.0
62135,Dunkin Donuts,0.599700149925038
69942,Dunkin Donuts,0.0
38958,Dunkin Donuts,0.215146299483649
60153,Dunkin Donuts,0.301386377335744
67588,Dunkin Donuts,0.0
78319,Dunkin Donuts,0.0
135976,Dunkin Donuts,0.53041018387553
65083,Dunkin Donuts,0.289771080846132
107353,Dunkin Donuts,0.0
71447,Dunkin Donuts,0.17247326664367
128095,Dunkin Donuts,0.0
118482,Dunkin Donuts,0.0
99848,Dunkin Donuts,0.0
81520,Dunkin Donuts,0.0
84583,Dunkin Donuts,0.0
57443,Dunkin Donuts,0.0
71698,Dunkin Donuts,0.198098256735341
44222,Dunkin Donuts,0.193798449612403
41659,Dunkin Donuts,0.258732212160414
65000,Dunkin Donuts,0.0
71556,Dunkin Donuts,0.332778702163062
52292,Dunkin Donuts,0.418322526668061
53325,Dunkin Donuts,0.155183116076971
63333,Dunkin Donuts,0.352236703064459
82353,Dunkin Donuts,0.195007800312012
59441,Dunkin Donuts,0.359582883854729
87159,Dunkin Donuts,0.0
96905,Dunkin Donuts,0.2050020500205
48772,Dunkin Donuts,0.0
36830,Dunkin Donuts,0.256410256410256
70143,Dunkin Donuts,0.0
54132,Dunkin Donuts,0.0
61310,Dunkin Donuts,0.0
35060,Dunkin Donuts,0.0
25298,Dunkin Donuts,0.0
36934,Dunkin Donuts,0.0
53462,Dunkin Donuts,0.0
54171,Dunkin Donuts,0.0
44938,Dunkin Donuts,0.0
42542,Dunkin Donuts,0.241021932995903
35493,Dunkin Donuts,0.0
21038,Dunkin Donuts,0.296120817293456
26589,Dunkin Donuts,0.0
19708,Dunkin Donuts,0.936768149882904
37284,Dunkin Donuts,0.0
26092,Dunkin Donuts,0.0
80357,Dunkin Donuts,0.192012288786482
71538,Dunkin Donuts,0.286368843069874
71231,Dunkin Donuts,0.189358076121947
75547,Dunkin Donuts,0.137042620254899
89000,Dunkin Donuts,0.820883270398949
108867,Dunkin Donuts,0.159464200287036
121127,Dunkin Donuts,0.0
89914,Dunkin Donuts,0.0
100298,Dunkin Donuts,0.374181478016838
54012,Dunkin Donuts,0.364564345607
71150,Dunkin Donuts,0.0
82509,Dunkin Donuts,0.153397760392698
57431,Dunkin Donuts,0.0
48006,Dunkin Donuts,0.0
33458,Dunkin Donuts,0.0
59844,Dunkin Donuts,0.0
65761,Dunkin Donuts,0.252397778899546
67194,Dunkin Donuts,0.645161290322581
93984,Dunkin Donuts,0.0
76906,Dunkin Donuts,0.279798545047566
79879,Dunkin Donuts,0.491320013101867
105646,Dunkin Donuts,0.431359861964844
127813,Dunkin Donuts,0.0
121157,Dunkin Donuts,0.159083678014636
119688,Dunkin Donuts,0.197005516154452
100559,Dunkin Donuts,0.0
116875,Dunkin Donuts,0.0
90677,Dunkin Donuts,0.52096900234436
69702,Dunkin Donuts,0.0
95000,Dunkin Donuts,0.0
55242,Dunkin Donuts,0.45766590389016
53301,Dunkin Donuts,0.19047619047619
71675,Dunkin Donuts,0.0
92191,Dunkin Donuts,0.228258388495777
89313,Dunkin Donuts,0.190585096245474
75270,Dunkin Donuts,0.0
60250,Dunkin Donuts,0.332005312084993
86424,Dunkin Donuts,0.0
67670,Dunkin Donuts,0.218197687104517
50026,Dunkin Donuts,0.0
35594,Dunkin Donuts,1.06913756236636
44115,Dunkin Donuts,0.0
44360,Dunkin Donuts,0.469483568075117
79196,Dunkin Donuts,0.0
84509,Dunkin Donuts,0.564971751412429
69357,Dunkin Donuts,0.245037980887037
89185,Dunkin Donuts,0.279329608938547
64080,Dunkin Donuts,0.0
59571,Dunkin Donuts,0.273897562311695
101167,Dunkin Donuts,0.0
17269,Dunkin Donuts,0.408496732026144
58500,Dunkin Donuts,0.0
39125,Dunkin Donuts,0.439753737906772
20146,Dunkin Donuts,0.0
34422,Dunkin Donuts,0.0
53269,Dunkin Donuts,0.0
33333,Dunkin Donuts,0.0
34111,Dunkin Donuts,0.153256704980843
23587,Dunkin Donuts,0.0
26696,Dunkin Donuts,0.0
17785,Dunkin Donuts,0.0
19020,Dunkin Donuts,0.0
26605,Dunkin Donuts,0.0
33667,Dunkin Donuts,0.0
34060,Dunkin Donuts,0.306795520785397
29815,Dunkin Donuts,0.170648464163823
42609,Dunkin Donuts,0.518672199170125
67294,Dunkin Donuts,0.0
62083,Dunkin Donuts,0.290528762347472
109470,Dunkin Donuts,0.243605359317905
76786,Dunkin Donuts,0.0
93393,Dunkin Donuts,0.0
41835,Dunkin Donuts,0.151080223598731
40463,Dunkin Donuts,0.238265427686443
70395,Dunkin Donuts,0.254777070063694
63704,Dunkin Donuts,0.219298245614035
71780,Dunkin Donuts,0.135648399348888
96250,Dunkin Donuts,0.230096640589047
79805,Dunkin Donuts,0.0
69292,Dunkin Donuts,0.185219485089831
71050,Dunkin Donuts,0.691802144586648
72371,Dunkin Donuts,0.15220700152207
144762,Dunkin Donuts,0.24090580582992
148245,Dunkin Donuts,0.357845768473788
149632,Dunkin Donuts,0.0
90739,Dunkin Donuts,0.157828282828283
68906,Dunkin Donuts,0.199720391451967
163125,Dunkin Donuts,0.0
146643,Dunkin Donuts,0.0
126667,Dunkin Donuts,0.296208530805687
144932,Dunkin Donuts,0.440205429200293
163750,Dunkin Donuts,0.0
33542,Dunkin Donuts,0.174581005586592
36866,Dunkin Donuts,0.0
76031,Dunkin Donuts,0.223964165733483
93354,Dunkin Donuts,0.354107648725212
78580,Dunkin Donuts,0.258397932816537
90517,Dunkin Donuts,0.0
82892,Dunkin Donuts,0.241896468311563
49210,Dunkin Donuts,0.0
56544,Dunkin Donuts,0.0
35871,Dunkin Donuts,0.0
53750,Dunkin Donuts,0.206440957886045
72222,Dunkin Donuts,0.527148128624143
83188,Dunkin Donuts,0.0
67873,Dunkin Donuts,0.0
80508,Dunkin Donuts,0.152998776009792
122969,Dunkin Donuts,0.0
92898,Dunkin Donuts,0.0
100260,Dunkin Donuts,0.0
112218,Dunkin Donuts,0.220458553791887
90243,Dunkin Donuts,0.0
77321,Dunkin Donuts,0.0
66442,Dunkin Donuts,0.558035714285714
70220,Dunkin Donuts,0.0
74318,Dunkin Donuts,0.0
78894,Dunkin Donuts,0.425441395447777
127212,Dunkin Donuts,0.0
79879,Dunkin Donuts,0.317863954227591
56786,Dunkin Donuts,0.243724104313917
90500,Dunkin Donuts,0.212901852246115
95827,Dunkin Donuts,0.0
85994,Dunkin Donuts,0.166805671392827
83917,Dunkin Donuts,0.0
74006,Dunkin Donuts,0.0
96290,Dunkin Donuts,0.194476857253987
34431,Dunkin Donuts,0.391926317852244
57953,Dunkin Donuts,0.143905597927759
45648,Dunkin Donuts,0.170532060027285
34015,Dunkin Donuts,0.0
51651,Dunkin Donuts,0.298151460942159
66221,Dunkin Donuts,0.0
50083,Dunkin Donuts,0.363372093023256
37344,Dunkin Donuts,0.0
42841,Dunkin Donuts,0.39984006397441
43787,Dunkin Donuts,0.0
49399,Dunkin Donuts,0.0
47888,Dunkin Donuts,0.158378207158695
61111,Dunkin Donuts,0.0
71809,Dunkin Donuts,0.189465706707086
53004,Dunkin Donuts,0.203832042397065
37377,Dunkin Donuts,0.0
25255,Dunkin Donuts,0.437445319335083
42426,Dunkin Donuts,0.0
46228,Dunkin Donuts,0.0
64500,Dunkin Donuts,0.220458553791887
57708,Dunkin Donuts,0.205676676264912
37525,Dunkin Donuts,0.0
69583,Dunkin Donuts,0.0
71146,Dunkin Donuts,0.0
109615,Dunkin Donuts,0.342172797262618
85905,Dunkin Donuts,0.166057788110262
74568,Dunkin Donuts,0.17223561832587
73022,Dunkin Donuts,0.0
71136,Dunkin Donuts,0.178762960314623
79387,Dunkin Donuts,0.117536436295252
127935,Dunkin Donuts,0.0
101389,Dunkin Donuts,0.319131961065901
87480,Dunkin Donuts,0.261574679571018
66711,Dunkin Donuts,0.0
108295,Dunkin Donuts,0.341646737273659
99875,Dunkin Donuts,0.0
80638,Dunkin Donuts,0.133351113481798
93798,Dunkin Donuts,0.0
96150,Dunkin Donuts,0.0
101587,Dunkin Donuts,0.0
112426,Dunkin Donuts,0.2255299954894
74330,Dunkin Donuts,0.247127146917089
88906,Dunkin Donuts,0.15617679212869
99863,Dunkin Donuts,0.305483427524057
90298,Dunkin Donuts,0.164446637066272
89241,Dunkin Donuts,0.0
128108,Dunkin Donuts,0.0
116800,Dunkin Donuts,0.0
119075,Dunkin Donuts,0.0
86729,Dunkin Donuts,0.474270808631729
77120,Dunkin Donuts,0.0
69440,Dunkin Donuts,0.182982616651418
115082,Dunkin Donuts,0.148257968865827
107000,Dunkin Donuts,0.24919013207077
148770,Dunkin Donuts,0.0
149353,Dunkin Donuts,0.48828125
129596,Dunkin Donuts,0.0
114667,Dunkin Donuts,0.0
131643,Dunkin Donuts,0.13401232913428
79630,Dunkin Donuts,0.141984949595343
64122,Dunkin Donuts,0.304599451720987
55455,Dunkin Donuts,0.0
94141,Dunkin Donuts,0.0
84010,Dunkin Donuts,0.0
66319,Dunkin Donuts,0.0
108008,Dunkin Donuts,0.0
72529,Dunkin Donuts,0.0
63456,Dunkin Donuts,0.0
77600,Dunkin Donuts,0.0
131500,Dunkin Donuts,0.29235491887151
104674,Dunkin Donuts,0.431685732786531
116290,Dunkin Donuts,0.2210433244916
67110,Dunkin Donuts,0.129600829445308
106968,Dunkin Donuts,0.244857982370225
118005,Dunkin Donuts,0.144654997830175
79871,Dunkin Donuts,0.0
73750,Dunkin Donuts,0.238777459407832
85240,Dunkin Donuts,0.0
116125,Dunkin Donuts,0.303122158229767
138458,Dunkin Donuts,0.1232741617357
96161,Dunkin Donuts,0.28022978842651
92300,Dunkin Donuts,0.292997363023733
91970,Dunkin Donuts,0.566411781365052
104398,Dunkin Donuts,0.382043935052531
115169,Dunkin Donuts,0.0
118843,Dunkin Donuts,0.333778371161549
85442,Dunkin Donuts,0.237840409085504
95057,Dunkin Donuts,0.146886016451234
99926,Dunkin Donuts,0.753579502637528
82237,Dunkin Donuts,0.249469876512411
67639,Dunkin Donuts,0.0
77148,Dunkin Donuts,0.495785820525533
80180,Dunkin Donuts,0.161498708010336
84449,Dunkin Donuts,0.392310710082385
56250,Dunkin Donuts,0.0
81694,Dunkin Donuts,0.420050406048726
105427,Dunkin Donuts,0.141282848262221
102692,Dunkin Donuts,0.257532835436518
114375,Dunkin Donuts,0.0
85909,Dunkin Donuts,0.310752019888129
86316,Dunkin Donuts,0.178731009830206
86205,Dunkin Donuts,0.0
73643,Dunkin Donuts,0.240038406144983
78200,Dunkin Donuts,0.194212468440474
93269,Dunkin Donuts,0.0
80478,Dunkin Donuts,0.179275726066691
123469,Dunkin Donuts,0.0
94912,Dunkin Donuts,0.0
66917,Dunkin Donuts,0.0
76370,Dunkin Donuts,0.0
84196,Dunkin Donuts,0.0
94398,Dunkin Donuts,0.40908161178155
56528,Dunkin Donuts,0.3269042170644
69670,Dunkin Donuts,0.407166123778502
85028,Dunkin Donuts,0.184026499815973
160370,Dunkin Donuts,0.0
89595,Dunkin Donuts,0.251130085384229
123083,Dunkin Donuts,0.0
174464,Dunkin Donuts,0.0
168466,Dunkin Donuts,0.167000668002672
59775,Dunkin Donuts,0.164826108455579
99196,Dunkin Donuts,0.0
74250,Dunkin Donuts,0.338868180277872
63227,Dunkin Donuts,0.0
75962,Dunkin Donuts,0.344827586206897
81250,Dunkin Donuts,0.0
62793,Dunkin Donuts,0.0
83886,Dunkin Donuts,0.209951711106446
61705,Dunkin Donuts,0.476077124494168
62361,Dunkin Donuts,0.191277735271614
54700,Dunkin Donuts,0.378501135503407
98750,Dunkin Donuts,0.0
82009,Dunkin Donuts,0.0
47017,Dunkin Donuts,0.0
53937,Dunkin Donuts,0.0
42675,Dunkin Donuts,0.362450163102573
57126,Dunkin Donuts,0.168463611859838
59683,Dunkin Donuts,0.0
53986,Dunkin Donuts,0.0
66750,Dunkin Donuts,0.0
36157,Dunkin Donuts,0.155908949173683
56929,Dunkin Donuts,0.657894736842105
66180,Dunkin Donuts,0.123823675086677
49353,Dunkin Donuts,0.0
32989,Dunkin Donuts,0.542740841248304
52542,Dunkin Donuts,0.0
55795,Dunkin Donuts,0.0
65938,Dunkin Donuts,0.0
46164,Dunkin Donuts,0.293987946494194
45871,Dunkin Donuts,0.0
48493,Dunkin Donuts,0.0
76094,Dunkin Donuts,0.761614623000762
40825,Dunkin Donuts,0.132837407013815
68500,Dunkin Donuts,0.164419598816179
76467,Dunkin Donuts,0.401284109149278
84688,Dunkin Donuts,0.0
92614,Dunkin Donuts,0.651041666666667
85000,Dunkin Donuts,0.0
58226,Dunkin Donuts,0.146177459435755
94569,Dunkin Donuts,0.0
105000,Dunkin Donuts,0.295770482105886
75526,Dunkin Donuts,0.0
74875,Dunkin Donuts,0.343583576705033
76818,Dunkin Donuts,0.0
64216,Dunkin Donuts,0.0
57978,Dunkin Donuts,0.0
53618,Dunkin Donuts,0.0
50508,Dunkin Donuts,0.0
49384,Dunkin Donuts,1.14591291061879
65711,Dunkin Donuts,0.0
102704,Dunkin Donuts,0.773993808049536
35862,Dunkin Donuts,0.0
83980,Dunkin Donuts,0.0
36842,Dunkin Donuts,1.001001001001
87852,Dunkin Donuts,0.0
59676,Dunkin Donuts,0.0
40750,Dunkin Donuts,0.442282176028306
100125,Dunkin Donuts,0.0
79844,Dunkin Donuts,0.0
56742,Dunkin Donuts,0.287521564117309
70549,Dunkin Donuts,0.0
77935,Dunkin Donuts,0.212224108658744
71125,Dunkin Donuts,0.0
89837,Dunkin Donuts,0.0
70833,Dunkin Donuts,0.328083989501312
91801,Dunkin Donuts,0.0
89167,Dunkin Donuts,0.0
51955,Dunkin Donuts,0.356379187455453
69727,Dunkin Donuts,0.211685012701101
49915,Dunkin Donuts,0.0
69858,Dunkin Donuts,0.0
115000,Dunkin Donuts,0.376506024096386
153125,Dunkin Donuts,0.0
63940,Dunkin Donuts,0.0
111033,Dunkin Donuts,0.0
83458,Dunkin Donuts,0.0
82655,Dunkin Donuts,0.393855848759354
111094,Dunkin Donuts,0.39032006245121
106250,Dunkin Donuts,0.0
43375,Dunkin Donuts,0.168435236651508
76742,Dunkin Donuts,0.342231348391513
116094,Dunkin Donuts,0.0
70132,Dunkin Donuts,0.199044585987261
113381,Dunkin Donuts,0.142369020501139
98961,Dunkin Donuts,0.0
84291,Dunkin Donuts,0.0
110816,Dunkin Donuts,0.237812128418549
79825,Dunkin Donuts,0.157977883096367
89315,Dunkin Donuts,0.0
104306,Dunkin Donuts,0.0
162786,Dunkin Donuts,0.0
101719,Dunkin Donuts,0.0
118920,Dunkin Donuts,0.0
90238,Dunkin Donuts,0.0
69098,Dunkin Donuts,0.0
78490,Dunkin Donuts,0.54421768707483
141071,Dunkin Donuts,0.0
147298,Dunkin Donuts,0.196463654223969
137692,Dunkin Donuts,0.17286084701815
121336,Dunkin Donuts,0.789265982636148
132829,Dunkin Donuts,0.190294957183635
136637,Dunkin Donuts,0.0
150664,Dunkin Donuts,0.0
102356,Dunkin Donuts,0.150966183574879
129500,Dunkin Donuts,0.139586823003908
79063,Dunkin Donuts,0.551267916207277
143897,Dunkin Donuts,0.0
130060,Dunkin Donuts,0.338409475465313
118015,Dunkin Donuts,0.143020594965675
158203,Dunkin Donuts,0.16857720836143
157500,Dunkin Donuts,0.0
96450,Dunkin Donuts,0.3385240352065
126546,Dunkin Donuts,0.0
131774,Dunkin Donuts,0.321130378933847
146389,Dunkin Donuts,0.0
130134,Dunkin Donuts,0.273074822501365
77188,Dunkin Donuts,0.0
79688,Dunkin Donuts,0.197083169097359
177107,Dunkin Donuts,0.0
165500,Dunkin Donuts,0.171909919202338
146250,Dunkin Donuts,0.0
104375,Dunkin Donuts,0.215470803706098
200278,Dunkin Donuts,0.0
155885,Dunkin Donuts,0.0
180972,Dunkin Donuts,0.0
226181,Dunkin Donuts,0.13014055179594
85840,Dunkin Donuts,0.173130193905817
102292,Dunkin Donuts,0.0
93333,Dunkin Donuts,0.234852043212776
60056,Dunkin Donuts,0.360620266858997
73482,Dunkin Donuts,0.0
55385,Dunkin Donuts,0.353356890459364
70379,Dunkin Donuts,0.0
54667,Dunkin Donuts,0.0
59545,Dunkin Donuts,0.213447171824973
82798,Dunkin Donuts,0.134462821029985
51364,Dunkin Donuts,0.0
76250,Dunkin Donuts,0.0
95320,Dunkin Donuts,0.205803663305207
91042,Dunkin Donuts,0.0
81307,Dunkin Donuts,0.136407038603192
102538,Dunkin Donuts,0.0
95000,Dunkin Donuts,0.0
74021,Dunkin Donuts,0.190367409099562
87423,Dunkin Donuts,0.188679245283019
76821,Dunkin Donuts,0.212314225053079
78023,Dunkin Donuts,0.448430493273543
89063,Dunkin Donuts,0.372300819061802
89267,Dunkin Donuts,0.0
166375,Dunkin Donuts,0.0
176042,Dunkin Donuts,0.147383935151069
167305,Dunkin Donuts,0.0
98646,Dunkin Donuts,0.0
175370,Dunkin Donuts,0.0
116489,Dunkin Donuts,0.0
85906,Dunkin Donuts,0.443262411347518
150806,Dunkin Donuts,0.22883295194508
184625,Dunkin Donuts,0.0
203380,Dunkin Donuts,0.0
128523,Dunkin Donuts,0.0
107672,Dunkin Donuts,0.0
105990,Dunkin Donuts,0.0
123472,Dunkin Donuts,0.0
107571,Dunkin Donuts,0.204206657137023
107359,Dunkin Donuts,0.188182160331201
114396,Dunkin Donuts,0.0
73750,Dunkin Donuts,0.0
82535,Dunkin Donuts,0.435540069686411
69801,Dunkin Donuts,0.0
102434,Dunkin Donuts,0.225631768953069
31250,Dunkin Donuts,0.0
31580,Dunkin Donuts,0.0
61092,Dunkin Donuts,0.0
52930,Dunkin Donuts,0.328299409061064
50738,Dunkin Donuts,0.18308311973636
46058,Dunkin Donuts,0.0
73919,Dunkin Donuts,0.246426811237063
71275,Dunkin Donuts,0.48480930833872
74741,Dunkin Donuts,0.0
84688,Dunkin Donuts,0.0
90801,Dunkin Donuts,0.0
126272,Dunkin Donuts,0.186671644577189
110152,Dunkin Donuts,0.0
79336,Dunkin Donuts,0.164500740253331
107607,Dunkin Donuts,0.154440154440154
56287,Dunkin Donuts,0.0
113818,Dunkin Donuts,0.123992560446373
155564,Dunkin Donuts,0.0
106394,Dunkin Donuts,0.0
95357,Dunkin Donuts,0.174034110685694
119964,Dunkin Donuts,0.0
103996,Dunkin Donuts,0.196001568012544
66453,Dunkin Donuts,0.135062128579146
15848,Dunkin Donuts,0.0
62303,Dunkin Donuts,0.0
67762,Dunkin Donuts,0.179565451607111
115671,Dunkin Donuts,0.0
65859,Dunkin Donuts,0.0
88860,Dunkin Donuts,0.0
100806,Dunkin Donuts,0.0
137688,Dunkin Donuts,0.589622641509434
92321,Dunkin Donuts,0.0
61763,Dunkin Donuts,0.0
72115,Dunkin Donuts,0.319386777387416
163125,Dunkin Donuts,0.0
125685,Dunkin Donuts,0.0
70057,Dunkin Donuts,0.268889486421081
67390,Dunkin Donuts,0.249563264287497
77500,Dunkin Donuts,0.0
101087,Dunkin Donuts,0.0
89853,Dunkin Donuts,0.158654608916389
109695,Dunkin Donuts,0.218579234972678
155987,Dunkin Donuts,0.148170099273967
160726,Dunkin Donuts,0.240442414041837
120000,Dunkin Donuts,0.0
105000,Dunkin Donuts,0.0
151005,Dunkin Donuts,0.478812544888676
185625,Dunkin Donuts,0.0
175625,Dunkin Donuts,0.0
184375,Dunkin Donuts,0.185150897981855
127174,Dunkin Donuts,0.557568999163647
137837,Dunkin Donuts,0.145623998835008
176250,Dunkin Donuts,0.0
130870,Dunkin Donuts,0.177462289263531
147440,Dunkin Donuts,0.151492198151795
96773,Dunkin Donuts,0.124890720619458
112281,Dunkin Donuts,0.0
100000,Dunkin Donuts,0.206825232678387
141591,Dunkin Donuts,0.311720698254364
144292,Dunkin Donuts,0.0
89022,Dunkin Donuts,0.69072699015714
103887,Dunkin Donuts,0.0
85523,Dunkin Donuts,0.150511739915713
93040,Dunkin Donuts,0.0
86125,Dunkin Donuts,0.42170368287883
88846,Dunkin Donuts,0.0
94830,Dunkin Donuts,0.251698968034231
123974,Dunkin Donuts,0.158604282315623
139531,Dunkin Donuts,0.0
133625,Dunkin Donuts,0.60156406657309
75221,Dunkin Donuts,0.166666666666667
65139,Dunkin Donuts,0.167084377610693
99688,Dunkin Donuts,0.0
61892,Dunkin Donuts,0.334672021419009
99539,Dunkin Donuts,0.223763705526964
80427,Dunkin Donuts,0.231267345050879
128980,Dunkin Donuts,0.18772292096865
155957,Dunkin Donuts,0.0
100528,Dunkin Donuts,0.0
97143,Dunkin Donuts,0.0
70698,Dunkin Donuts,0.124146492861577
81810,Dunkin Donuts,0.178571428571429
118125,Dunkin Donuts,0.551876379690949
126481,Dunkin Donuts,0.0
97500,Dunkin Donuts,0.0
105236,Dunkin Donuts,0.0
108333,Dunkin Donuts,0.0
122130,Dunkin Donuts,0.160410651267244
83553,Dunkin Donuts,0.0
60589,Dunkin Donuts,0.371793282934688
85661,Dunkin Donuts,0.344589937973811
93400,Dunkin Donuts,0.43308791684712
71589,Dunkin Donuts,0.0
65375,Dunkin Donuts,0.0
63005,Dunkin Donuts,0.0
53750,Dunkin Donuts,0.199123855037834
51732,Dunkin Donuts,0.923020121838656
77667,Dunkin Donuts,0.0
76213,Dunkin Donuts,0.208159866777685
23288,Dunkin Donuts,0.0
42593,Dunkin Donuts,0.155448468832582
55968,Dunkin Donuts,0.0
71142,Dunkin Donuts,0.298240381747689
80100,Dunkin Donuts,0.0
53775,Dunkin Donuts,0.458085203847916
63778,Dunkin Donuts,0.204876049989756
61146,Dunkin Donuts,0.0
75893,Dunkin Donuts,0.1478633742422
94826,Dunkin Donuts,0.535809966065369
87167,Dunkin Donuts,0.0
61339,Dunkin Donuts,0.253936008125952
81534,Dunkin Donuts,0.290275761973875
100703,Dunkin Donuts,0.0
92560,Dunkin Donuts,0.0
80000,Dunkin Donuts,0.271444082519001
93284,Dunkin Donuts,0.68870523415978
63119,Dunkin Donuts,0.249781441238916
50231,Dunkin Donuts,0.0
70431,Dunkin Donuts,0.0
57151,Dunkin Donuts,0.152439024390244
62976,Dunkin Donuts,0.0
53359,Dunkin Donuts,0.0
79041,Dunkin Donuts,0.358937544867193
87475,Dunkin Donuts,0.0
69498,Dunkin Donuts,0.0
95365,Dunkin Donuts,0.0
69624,Dunkin Donuts,0.0
64167,Dunkin Donuts,0.39714058776807
62234,Dunkin Donuts,0.0
49068,Dunkin Donuts,0.0
76875,Dunkin Donuts,0.143698807299899
67796,Dunkin Donuts,0.282805429864253
66943,Dunkin Donuts,0.254129606099111
117679,Dunkin Donuts,0.246913580246914
78516,Dunkin Donuts,0.349609602610418
121250,Dunkin Donuts,0.347342827370615
87563,Dunkin Donuts,0.0
87037,Dunkin Donuts,0.223763705526964
90606,Dunkin Donuts,0.0
109815,Dunkin Donuts,0.141462724572075
125737,Dunkin Donuts,0.0
124896,Dunkin Donuts,0.0
80214,Dunkin Donuts,0.239377618192699
86576,Dunkin Donuts,0.129332643559234
88198,Dunkin Donuts,0.226449275362319
106786,Dunkin Donuts,0.0
63487,Dunkin Donuts,0.0
84408,Dunkin Donuts,0.906618313689937
41971,Dunkin Donuts,0.0
51092,Dunkin Donuts,0.193610842207164
84444,Dunkin Donuts,0.357015351660121
102375,Dunkin Donuts,0.0
78750,Dunkin Donuts,0.678579506898892
125034,Dunkin Donuts,0.174246384387524
84135,Dunkin Donuts,0.0
